"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"5239","47","47","55","85.45","3","0","v West Indies","Nelson","4 Jan 2014","ODI # 3452","Kane Williamson ",277906
"5240","16","16","21","76.19","2","0","v West Indies","Hamilton","8 Jan 2014","ODI # 3453","Kane Williamson ",277906
"5241","71","71","88","80.68","7","0","v India","Napier","19 Jan 2014","ODI # 3456","Kane Williamson ",277906
"5242","77","77","87","88.50","5","1","v India","Hamilton","22 Jan 2014","ODI # 3458","Kane Williamson ",277906
"5243","65","65","74","87.83","4","1","v India","Auckland","25 Jan 2014","ODI # 3462","Kane Williamson ",277906
"5244","60","60","82","73.17","2","2","v India","Hamilton","28 Jan 2014","ODI # 3465","Kane Williamson ",277906
"5245","88","88","91","96.70","8","1","v India","Wellington","31 Jan 2014","ODI # 3467","Kane Williamson ",277906
"5246","10","10","19","52.63","2","0","v Pakistan","Dubai (DSC)","8 Dec 2014","ODI # 3564","Kane Williamson ",277906
"5247","70*","70","91","76.92","7","0","v Pakistan","Sharjah","12 Dec 2014","ODI # 3566","Kane Williamson ",277906
"5248","46","46","52","88.46","6","0","v Pakistan","Sharjah","14 Dec 2014","ODI # 3568","Kane Williamson ",277906
"5249","123","123","105","117.14","12","0","v Pakistan","Abu Dhabi","17 Dec 2014","ODI # 3570","Kane Williamson ",277906
"5250","97","97","119","81.51","8","0","v Pakistan","Abu Dhabi","19 Dec 2014","ODI # 3571","Kane Williamson ",277906
"5251","15","15","22","68.18","1","0","v Sri Lanka","Christchurch","11 Jan 2015","ODI # 3574","Kane Williamson ",277906
"5252","103","103","107","96.26","6","1","v Sri Lanka","Nelson","20 Jan 2015","ODI # 3585","Kane Williamson ",277906
"5253","26","26","32","81.25","4","0","v Sri Lanka","Dunedin","23 Jan 2015","ODI # 3588","Kane Williamson ",277906
"5254","97","97","95","102.10","8","2","v Sri Lanka","Dunedin","25 Jan 2015","ODI # 3590","Kane Williamson ",277906
"5255","54","54","83","65.06","4","0","v Sri Lanka","Wellington","29 Jan 2015","ODI # 3594","Kane Williamson ",277906
"5256","112","112","88","127.27","14","1","v Pakistan","Napier","3 Feb 2015","ODI # 3598","Kane Williamson ",277906
"5257","57","57","65","87.69","5","1","v Sri Lanka","Christchurch","14 Feb 2015","ODI # 3599","Kane Williamson ",277906
"5258","38","38","45","84.44","6","0","v Scotland","Dunedin","17 Feb 2015","ODI # 3604","Kane Williamson ",277906
"5259","9*","9","22","40.90","1","0","v England","Wellington","20 Feb 2015","ODI # 3607","Kane Williamson ",277906
"5260","45*","45","42","107.14","5","1","v Australia","Auckland","28 Feb 2015","ODI # 3617","Kane Williamson ",277906
"5261","33","33","45","73.33","4","0","v Afghanistan","Napier","8 Mar 2015","ODI # 3628","Kane Williamson ",277906
"5262","1","1","2","50.00","0","0","v Bangladesh","Hamilton","13 Mar 2015","ODI # 3634","Kane Williamson ",277906
"5263","33","33","35","94.28","5","0","v West Indies","Wellington","21 Mar 2015","ODI # 3643","Kane Williamson ",277906
"5264","6","6","11","54.54","1","0","v South Africa","Auckland","24 Mar 2015","ODI # 3644","Kane Williamson ",277906
"5265","12","12","33","36.36","1","0","v Australia","Melbourne","29 Mar 2015","ODI # 3646","Kane Williamson ",277906
"5266","45","45","43","104.65","8","0","v England","Birmingham","9 Jun 2015","ODI # 3654","Kane Williamson ",277906
"5267","93","93","88","105.68","12","1","v England","The Oval","12 Jun 2015","ODI # 3655","Kane Williamson ",277906
"5268","118","118","113","104.42","12","1","v England","Southampton","14 Jun 2015","ODI # 3656","Kane Williamson ",277906
"5269","90","90","70","128.57","12","1","v England","Nottingham","17 Jun 2015","ODI # 3657","Kane Williamson ",277906
"5270","50","50","65","76.92","5","0","v England","Chester-le-Street","20 Jun 2015","ODI # 3659","Kane Williamson ",277906
"5271","97","97","102","95.09","11","1","v Zimbabwe","Harare","2 Aug 2015","ODI # 3673","Kane Williamson ",277906
"5272","DNB","-","-","-","-","-","v Zimbabwe","Harare","4 Aug 2015","ODI # 3674","Kane Williamson ",277906
"5273","90","90","109","82.56","8","1","v Zimbabwe","Harare","7 Aug 2015","ODI # 3675","Kane Williamson ",277906
"5274","47","47","69","68.11","4","1","v South Africa","Centurion","19 Aug 2015","ODI # 3676","Kane Williamson ",277906
"5275","7","7","13","53.84","1","0","v South Africa","Potchefstroom","23 Aug 2015","ODI # 3677","Kane Williamson ",277906
"5276","39","39","59","66.10","4","0","v South Africa","Durban","26 Aug 2015","ODI # 3678","Kane Williamson ",277906
"5277","59","59","73","80.82","7","0","v Sri Lanka","Nelson","31 Dec 2015","ODI # 3717","Kane Williamson ",277906
"5278","12","12","12","100.00","1","0","v Sri Lanka","Nelson","2 Jan 2016","ODI # 3718","Kane Williamson ",277906
"5279","61","61","72","84.72","7","0","v Sri Lanka","Mount Maunganui","5 Jan 2016","ODI # 3721","Kane Williamson ",277906
"5280","10","10","17","58.82","0","0","v Pakistan","Wellington","25 Jan 2016","ODI # 3728","Kane Williamson ",277906
"5281","84","84","86","97.67","9","3","v Pakistan","Auckland","31 Jan 2016","ODI # 3730","Kane Williamson ",277906
"5282","0","0","8","0.00","0","0","v Australia","Auckland","3 Feb 2016","ODI # 3731","Kane Williamson ",277906
"5283","60","60","74","81.08","5","1","v Australia","Wellington","6 Feb 2016","ODI # 3733","Kane Williamson ",277906
"5284","18","18","28","64.28","1","0","v Australia","Hamilton","8 Feb 2016","ODI # 3735","Kane Williamson ",277906
"5285","3","3","9","33.33","0","0","v India","Dharamsala","16 Oct 2016","ODI # 3796","Kane Williamson ",277906
"5286","118","118","128","92.18","14","1","v India","Delhi","20 Oct 2016","ODI # 3797","Kane Williamson ",277906
"5287","22","22","27","81.48","3","0","v India","Mohali","23 Oct 2016","ODI # 3798","Kane Williamson ",277906
"5288","41","41","59","69.49","4","0","v India","Ranchi","26 Oct 2016","ODI # 3799","Kane Williamson ",277906
"5289","27","27","40","67.50","4","0","v India","Visakhapatnam","29 Oct 2016","ODI # 3800","Kane Williamson ",277906
"5290","9","9","16","56.25","2","0","v Australia","Sydney","4 Dec 2016","ODI # 3811","Kane Williamson ",277906
"5291","81","81","80","101.25","5","2","v Australia","Canberra","6 Dec 2016","ODI # 3812","Kane Williamson ",277906
"5292","13","13","12","108.33","2","0","v Australia","Melbourne","9 Dec 2016","ODI # 3813","Kane Williamson ",277906
"5293","31","31","36","86.11","5","0","v Bangladesh","Christchurch","26 Dec 2016","ODI # 3814","Kane Williamson ",277906
"5294","14","14","35","40.00","2","0","v Bangladesh","Nelson","29 Dec 2016","ODI # 3815","Kane Williamson ",277906
"5295","95*","95","116","81.89","9","1","v Bangladesh","Nelson","31 Dec 2016","ODI # 3816","Kane Williamson ",277906
"5296","24","24","34","70.58","2","0","v Australia","Auckland","30 Jan 2017","ODI # 3829","Kane Williamson ",277906
"5297","36","36","42","85.71","5","0","v Australia","Hamilton","5 Feb 2017","ODI # 3832","Kane Williamson ",277906
"5298","59","59","53","111.32","4","2","v South Africa","Hamilton","19 Feb 2017","ODI # 3836","Kane Williamson ",277906
"5299","69","69","75","92.00","6","0","v South Africa","Christchurch","22 Feb 2017","ODI # 3839","Kane Williamson ",277906
"5300","23","23","40","57.50","0","1","v South Africa","Wellington","25 Feb 2017","ODI # 3841","Kane Williamson ",277906
"5301","21","21","24","87.50","3","0","v South Africa","Hamilton","1 Mar 2017","ODI # 3843","Kane Williamson ",277906
"5302","9","9","16","56.25","1","0","v South Africa","Auckland","4 Mar 2017","ODI # 3846","Kane Williamson ",277906
"5303","100","100","97","103.09","8","3","v Australia","Birmingham","2 Jun 2017","ODI # 3876","Kane Williamson ",277906
"5304","87","87","98","88.77","8","0","v England","Cardiff","6 Jun 2017","ODI # 3880","Kane Williamson ",277906
"5305","57","57","69","82.60","5","0","v Bangladesh","Cardiff","9 Jun 2017","ODI # 3883","Kane Williamson ",277906
"5306","6","6","8","75.00","0","0","v India","Mumbai","22 Oct 2017","ODI # 3928","Kane Williamson ",277906
"5307","3","3","14","21.42","0","0","v India","Pune","25 Oct 2017","ODI # 3931","Kane Williamson ",277906
"5308","64","64","84","76.19","8","0","v India","Kanpur","29 Oct 2017","ODI # 3932","Kane Williamson ",277906
"5309","38","38","45","84.44","5","0","v West Indies","Whangarei","20 Dec 2017","ODI # 3943","Kane Williamson ",277906
"5310","115","115","117","98.29","8","1","v Pakistan","Wellington","6 Jan 2018","ODI # 3946","Kane Williamson ",277906
"5311","19","19","28","67.85","2","0","v Pakistan","Nelson","9 Jan 2018","ODI # 3947","Kane Williamson ",277906
"5312","73","73","101","72.27","7","0","v Pakistan","Dunedin","13 Jan 2018","ODI # 3949","Kane Williamson ",277906
"5313","32","32","54","59.25","1","0","v Pakistan","Hamilton","16 Jan 2018","ODI # 3953","Kane Williamson ",277906
"5314","22","22","36","61.11","0","0","v Pakistan","Wellington","19 Jan 2018","ODI # 3957","Kane Williamson ",277906
"5315","8","8","23","34.78","1","0","v England","Hamilton","25 Feb 2018","ODI # 3980","Kane Williamson ",277906
"5316","112*","112","143","78.32","6","2","v England","Wellington","3 Mar 2018","ODI # 3982","Kane Williamson ",277906
"5317","45","45","48","93.75","3","1","v England","Dunedin","7 Mar 2018","ODI # 3989","Kane Williamson ",277906
"5318","14","14","25","56.00","1","0","v England","Christchurch","10 Mar 2018","ODI # 3992","Kane Williamson ",277906
"5319","27","27","38","71.05","2","0","v Pakistan","Abu Dhabi","7 Nov 2018","ODI # 4066","Kane Williamson ",277906
"5320","1","1","3","33.33","0","0","v Pakistan","Abu Dhabi","9 Nov 2018","ODI # 4068","Kane Williamson ",277906
"5321","76","76","74","102.70","6","0","v Sri Lanka","Mount Maunganui","3 Jan 2019","ODI # 4074","Kane Williamson ",277906
"5322","1","1","9","11.11","0","0","v Sri Lanka","Mount Maunganui","5 Jan 2019","ODI # 4075","Kane Williamson ",277906
"5323","55","55","65","84.61","6","1","v Sri Lanka","Nelson","8 Jan 2019","ODI # 4076","Kane Williamson ",277906
"5324","64","64","81","79.01","7","0","v India","Napier","23 Jan 2019","ODI # 4082","Kane Williamson ",277906
"5325","20","20","11","181.81","1","2","v India","Mount Maunganui","26 Jan 2019","ODI # 4085","Kane Williamson ",277906
"5326","28","28","48","58.33","4","0","v India","Mount Maunganui","28 Jan 2019","ODI # 4088","Kane Williamson ",277906
"5327","11","11","18","61.11","2","0","v India","Hamilton","31 Jan 2019","ODI # 4091","Kane Williamson ",277906
"5328","39","39","73","53.42","3","0","v India","Wellington","3 Feb 2019","ODI # 4092","Kane Williamson ",277906
"5329","11","11","22","50.00","1","0","v Bangladesh","Napier","13 Feb 2019","ODI # 4093","Kane Williamson ",277906
"5330","65*","65","86","75.58","3","0","v Bangladesh","Christchurch","16 Feb 2019","ODI # 4094","Kane Williamson ",277906
"5331","0*","0","5","0.00","0","0","v Pakistan","Delhi","6 Jan 2013","ODI # 3316","Mohammed Shami",481896
"5332","DNB","-","-","-","-","-","v England","Kochi","15 Jan 2013","ODI # 3320","Mohammed Shami",481896
"5333","DNB","-","-","-","-","-","v England","Ranchi","19 Jan 2013","ODI # 3322","Mohammed Shami",481896
"5334","DNB","-","-","-","-","-","v England","Mohali","23 Jan 2013","ODI # 3327","Mohammed Shami",481896
"5335","1","1","6","16.66","0","0","v England","Dharamsala","27 Jan 2013","ODI # 3329","Mohammed Shami",481896
"5336","0","0","1","0.00","0","0","v Sri Lanka","Kingston","2 Jul 2013","ODI # 3382","Mohammed Shami",481896
"5337","DNB","-","-","-","-","-","v Zimbabwe","Harare","24 Jul 2013","ODI # 3395","Mohammed Shami",481896
"5338","6*","6","1","600.00","0","1","v Zimbabwe","Harare","26 Jul 2013","ODI # 3397","Mohammed Shami",481896
"5339","DNB","-","-","-","-","-","v Zimbabwe","Harare","28 Jul 2013","ODI # 3399","Mohammed Shami",481896
"5340","DNB","-","-","-","-","-","v Zimbabwe","Bulawayo","1 Aug 2013","ODI # 3402","Mohammed Shami",481896
"5341","DNB","-","-","-","-","-","v Zimbabwe","Bulawayo","3 Aug 2013","ODI # 3403","Mohammed Shami",481896
"5342","DNB","-","-","-","-","-","v Australia","Ranchi","23 Oct 2013","ODI # 3422","Mohammed Shami",481896
"5343","DNB","-","-","-","-","-","v Australia","Nagpur","30 Oct 2013","ODI # 3424","Mohammed Shami",481896
"5344","DNB","-","-","-","-","-","v Australia","Bengaluru","2 Nov 2013","ODI # 3428","Mohammed Shami",481896
"5345","DNB","-","-","-","-","-","v West Indies","Kochi","21 Nov 2013","ODI # 3436","Mohammed Shami",481896
"5346","DNB","-","-","-","-","-","v West Indies","Visakhapatnam","24 Nov 2013","ODI # 3437","Mohammed Shami",481896
"5347","DNB","-","-","-","-","-","v West Indies","Kanpur","27 Nov 2013","ODI # 3439","Mohammed Shami",481896
"5348","0","0","4","0.00","0","0","v South Africa","Johannesburg","5 Dec 2013","ODI # 3442","Mohammed Shami",481896
"5349","8","8","14","57.14","0","0","v South Africa","Durban","8 Dec 2013","ODI # 3443","Mohammed Shami",481896
"5350","TDNB","-","-","-","-","-","v South Africa","Centurion","11 Dec 2013","ODI # 3444","Mohammed Shami",481896
"5351","7*","7","4","175.00","1","0","v New Zealand","Napier","19 Jan 2014","ODI # 3456","Mohammed Shami",481896
"5352","1*","1","1","100.00","0","0","v New Zealand","Hamilton","22 Jan 2014","ODI # 3458","Mohammed Shami",481896
"5353","2","2","7","28.57","0","0","v New Zealand","Auckland","25 Jan 2014","ODI # 3462","Mohammed Shami",481896
"5354","DNB","-","-","-","-","-","v New Zealand","Hamilton","28 Jan 2014","ODI # 3465","Mohammed Shami",481896
"5355","14*","14","15","93.33","0","1","v New Zealand","Wellington","31 Jan 2014","ODI # 3467","Mohammed Shami",481896
"5356","DNB","-","-","-","-","-","v Bangladesh","Fatullah","26 Feb 2014","ODI # 3474","Mohammed Shami",481896
"5357","14*","14","7","200.00","0","2","v Sri Lanka","Fatullah","28 Feb 2014","ODI # 3476","Mohammed Shami",481896
"5358","0","0","3","0.00","0","0","v Pakistan","Dhaka","2 Mar 2014","ODI # 3479","Mohammed Shami",481896
"5359","DNB","-","-","-","-","-","v Afghanistan","Dhaka","5 Mar 2014","ODI # 3483","Mohammed Shami",481896
"5360","DNB","-","-","-","-","-","v England","Cardiff","27 Aug 2014","ODI # 3517","Mohammed Shami",481896
"5361","DNB","-","-","-","-","-","v England","Nottingham","30 Aug 2014","ODI # 3520","Mohammed Shami",481896
"5362","DNB","-","-","-","-","-","v England","Birmingham","2 Sep 2014","ODI # 3523","Mohammed Shami",481896
"5363","0","0","2","0.00","0","0","v England","Leeds","5 Sep 2014","ODI # 3525","Mohammed Shami",481896
"5364","19","19","17","111.76","2","1","v West Indies","Kochi","8 Oct 2014","ODI # 3531","Mohammed Shami",481896
"5365","1*","1","1","100.00","0","0","v West Indies","Delhi","11 Oct 2014","ODI # 3533","Mohammed Shami",481896
"5366","DNB","-","-","-","-","-","v West Indies","Dharamsala","17 Oct 2014","ODI # 3535","Mohammed Shami",481896
"5367","2*","2","3","66.66","0","0","v Australia","Melbourne","18 Jan 2015","ODI # 3582","Mohammed Shami",481896
"5368","1","1","7","14.28","0","0","v England","Brisbane","20 Jan 2015","ODI # 3586","Mohammed Shami",481896
"5369","DNB","-","-","-","-","-","v Australia","Sydney","26 Jan 2015","ODI # 3592","Mohammed Shami",481896
"5370","25","25","18","138.88","3","1","v England","Perth","30 Jan 2015","ODI # 3595","Mohammed Shami",481896
"5371","3*","3","3","100.00","0","0","v Pakistan","Adelaide","15 Feb 2015","ODI # 3602","Mohammed Shami",481896
"5372","4*","4","5","80.00","1","0","v South Africa","Melbourne","22 Feb 2015","ODI # 3610","Mohammed Shami",481896
"5373","DNB","-","-","-","-","-","v West Indies","Perth","6 Mar 2015","ODI # 3625","Mohammed Shami",481896
"5374","DNB","-","-","-","-","-","v Ireland","Hamilton","10 Mar 2015","ODI # 3631","Mohammed Shami",481896
"5375","DNB","-","-","-","-","-","v Zimbabwe","Auckland","14 Mar 2015","ODI # 3636","Mohammed Shami",481896
"5376","DNB","-","-","-","-","-","v Bangladesh","Melbourne","19 Mar 2015","ODI # 3641","Mohammed Shami",481896
"5377","1*","1","1","100.00","0","0","v Australia","Sydney","26 Mar 2015","ODI # 3645","Mohammed Shami",481896
"5378","1","1","2","50.00","0","0","v West Indies","North Sound","2 Jul 2017","ODI # 3900","Mohammed Shami",481896
"5379","DNB","-","-","-","-","-","v West Indies","Kingston","6 Jul 2017","ODI # 3902","Mohammed Shami",481896
"5380","6*","6","6","100.00","1","0","v Australia","Bengaluru","28 Sep 2017","ODI # 3917","Mohammed Shami",481896
"5381","DNB","-","-","-","-","-","v West Indies","Guwahati","21 Oct 2018","ODI # 4056","Mohammed Shami",481896
"5382","0*","0","1","0.00","0","0","v West Indies","Visakhapatnam","24 Oct 2018","ODI # 4059","Mohammed Shami",481896
"5383","1","1","2","50.00","0","0","v Australia","Sydney","12 Jan 2019","ODI # 4077","Mohammed Shami",481896
"5384","DNB","-","-","-","-","-","v Australia","Adelaide","15 Jan 2019","ODI # 4078","Mohammed Shami",481896
"5385","DNB","-","-","-","-","-","v Australia","Melbourne","18 Jan 2019","ODI # 4079","Mohammed Shami",481896
"5386","DNB","-","-","-","-","-","v New Zealand","Napier","23 Jan 2019","ODI # 4082","Mohammed Shami",481896
"5387","DNB","-","-","-","-","-","v New Zealand","Mount Maunganui","26 Jan 2019","ODI # 4085","Mohammed Shami",481896
"5388","DNB","-","-","-","-","-","v New Zealand","Mount Maunganui","28 Jan 2019","ODI # 4088","Mohammed Shami",481896
"5389","1","1","1","100.00","0","0","v New Zealand","Wellington","3 Feb 2019","ODI # 4092","Mohammed Shami",481896
"5390","DNB","-","-","-","-","-","v Australia","Hyderabad (Deccan)","2 Mar 2019","ODI # 4102","Mohammed Shami",481896
"5391","2*","2","4","50.00","0","0","v Australia","Nagpur","5 Mar 2019","ODI # 4106","Mohammed Shami",481896
"5392","8","8","4","200.00","2","0","v Australia","Ranchi","8 Mar 2019","ODI # 4109","Mohammed Shami",481896
"5393","3","3","7","42.85","0","0","v Australia","Delhi","13 Mar 2019","ODI # 4113","Mohammed Shami",481896
"5394","60*","60","77","77.92","5","0","v Sri Lanka","Colombo (RPS)","8 Feb 2009","ODI # 2818","Ravindra Jadeja",234675
"5395","0","0","1","0.00","0","0","v West Indies","Kingston","26 Jun 2009","ODI # 2852","Ravindra Jadeja",234675
"5396","7","7","12","58.33","1","0","v West Indies","Kingston","28 Jun 2009","ODI # 2853","Ravindra Jadeja",234675
"5397","5","5","13","38.46","0","0","v Australia","Vadodara","25 Oct 2009","ODI # 2913","Ravindra Jadeja",234675
"5398","DNB","-","-","-","-","-","v Australia","Nagpur","28 Oct 2009","ODI # 2915","Ravindra Jadeja",234675
"5399","DNB","-","-","-","-","-","v Australia","Delhi","31 Oct 2009","ODI # 2918","Ravindra Jadeja",234675
"5400","7","7","21","33.33","1","0","v Australia","Mohali","2 Nov 2009","ODI # 2919","Ravindra Jadeja",234675
"5401","23","23","17","135.29","3","0","v Australia","Hyderabad (Deccan)","5 Nov 2009","ODI # 2923","Ravindra Jadeja",234675
"5402","57","57","103","55.33","6","0","v Australia","Guwahati","8 Nov 2009","ODI # 2925","Ravindra Jadeja",234675
